imo,vessel_name,gross_tonnage,type,year_built,flag
9863455,DONG RUN 3,16115,Container Ship,2018,China Peoples's Republic (CHN)
9863467,DONG RUN 5,16115,Container Ship,2018,China Peoples's Republic (CHN)
9704300,DONGJIN ENTERPRISE,9990,Container Ship,2015,Korea (Republic of) (KOR)
9802011,DONGJIN VOYAGER,18559,Container Ship,2017,Korea (Republic of) (KOR)
9891933,DONJIN CONTINENTAL,9995,Container Ship,2020,Korea (Republic of) (KOR)
9845661,DOUCE FRANCE,27571,Container Ship,2020,Malta (MLT)
9721968,EL COQUI,37462,Container Ship,2018,United States of America (USA)
9808039,EPONYMA,9587,Container Ship,2017,Bahamas (BHS)
9808041,ESTIMA,9587,Container Ship,2018,Bahamas (BHS)
9786944,EVER BALMY,33266,Container Ship,2017,Taiwan (TWN)
9786968,EVER BASIS,33266,Container Ship,2018,Taiwan (TWN)
9786982,EVER BEADY,33266,Container Ship,2018,Taiwan (TWN)
9787003,EVER BEAMY,33266,Container Ship,2018,Taiwan (TWN)
9784128,EVER BEFIT,32691,Container Ship,2018,Taiwan (TWN)
9784142,EVER BEING,32691,Container Ship,2018,Taiwan (TWN)
9786956,EVER BIRTH,33266,Container Ship,2017,Panama (PAN)
9790074,EVER BLESS,32691,Container Ship,2019,Taiwan (TWN)
9790098,EVER BLINK,32691,Container Ship,2019,Taiwan (TWN)
9786932,EVER BLISS,33266,Container Ship,2017,Panama (PAN)
9787027,EVER BLOOM,33266,Container Ship,2018,Taiwan (TWN)
9790050,EVER BOARD,32691,Container Ship,2018,Taiwan (TWN)
9786970,EVER BONNY,33266,Container Ship,2018,Panama (PAN)
9786994,EVER BONUS,33266,Container Ship,2018,Panama (PAN)
9787015,EVER BOOMY,33266,Container Ship,2018,Panama (PAN)
9784116,EVER BRACE,32691,Container Ship,2018,Panama (PAN)
9784130,EVER BRAVE,32691,Container Ship,2018,Panama (PAN)
9784154,EVER BREED,32691,Container Ship,2018,Panama (PAN)
9790062,EVER BUILD,32691,Container Ship,2019,Panama (PAN)
9790086,EVER BURLY,32691,Container Ship,2019,Panama (PAN)
9866598,EVER CALM,18658,Container Ship,2020,Panama (PAN)
9869978,EVER CAST,17933,Container Ship,2020,Panama (PAN)
9869980,EVER CHANT,17933,Container Ship,2020,Panama (PAN)
9869992,EVER CHARM,17933,Container Ship,2020,Panama (PAN)
9870006,EVER CHEER,17933,Container Ship,2020,Panama (PAN)
9875068,EVER COPE,18658,Container Ship,2020,Panama (PAN)
9875070,EVER CORE,18658,Container Ship,2020,Panama (PAN)
9850525,EVER FAITH,117340,Container Ship,2020,Panama (PAN)
9850862,EVER FAR,117000,Container Ship,2020,Liberia (LBR)
9850537,EVER FOCUS,117340,Container Ship,2020,Panama (PAN)
9850551,EVER FORWARD,125000,Container Ship,2020,"Hong Kong, China (HKG)"
9850549,EVER FRONT,117340,Container Ship,2020,Panama (PAN)
9786815,EVER GENIUS,219400,Container Ship,2018,Panama (PAN)
9820922,EVER GENTLE,217612,Container Ship,2019,Liberia (LBR)
9786827,EVER GIFTED,219352,Container Ship,2018,Singapore (SGP)
9811000,EVER GIVEN,219079,Container Ship,2018,Panama (PAN)
9786841,EVER GLOBE,219775,Container Ship,2019,Panama (PAN)
9786839,EVER GLORY,219775,Container Ship,2019,Liberia (LBR)
9811012,EVER GOLDEN,217612,Container Ship,2018,Panama (PAN)
9810991,EVER GOODS,219079,Container Ship,2018,Panama (PAN)
9832717,EVER GOVERN,219688,Container Ship,2019,Panama (PAN)
9820855,EVER GRADE,219158,Container Ship,2019,Panama (PAN)
9832729,EVER GREET,219688,Container Ship,2019,Panama (PAN)
9629122,EVER LIFTING,99946,Container Ship,2015,United Kingdom (GBR)
9629110,EVER LOVELY,99946,Container Ship,2015,Singapore (SGP)
9629093,EVER LUNAR,99946,Container Ship,2015,Taiwan (TWN)
9629108,EVER LYRIC,101063,Container Ship,2015,Taiwan (TWN)
9859325,EZHOU GUANGDA,10000,Container Ship,2020,China Peoples's Republic (CHN)
9859337,EZHOU GUANGDA,10000,Container Ship,2020,China Peoples's Republic (CHN)
9862736,FEEDER 1,18867,Container Ship,2020,Liberia (LBR)
9862748,FEEDER 2,18867,Container Ship,2020,Liberia (LBR)
9817901,FILIA T,19035,Container Ship,2019,Malta (MLT)
9833383,FILOMATHIA,18867,Container Ship,2020,Malta (MLT)
9817913,FILOTIMO,19035,Container Ship,2019,Panama (PAN)
9845051,FSL COLOMBO,17000,Container Ship,2020,Liberia (LBR)
9845049,FSL KELANG,16850,Container Ship,2020,Liberia (LBR)
9845063,FSL KOLKATA,17000,Container Ship,2020,Liberia (LBR)
9845037,FSL SINGAPORE,16850,Container Ship,2020,Liberia (LBR)
9864150,FUJIAN MAWEI,12800,Container Ship,2020,Singapore (SGP)
9864148,FUJIAN MAWEI,12800,Container Ship,2020,Singapore (SGP)
9864124,FUJIAN MAWEI MW439-11,12800,Container Ship,2020,Not Known
9864136,FUJIAN MAWEI MW439-12,12800,Container Ship,2020,Not Known
9843687,FUJIAN MAWEI MW439-7,12800,Container Ship,2020,Not Known
9843699,FUJIAN MAWEI MW439-9,12800,Container Ship,2020,Not Known
9517678,GANG TONG 19,7720,Container Ship,2020,Panama (PAN)
9837092,GEORGE III,44000,Container Ship,2020,United States of America (USA)
9742039,GLORY GUANDONG,9993,Container Ship,2017,"Hong Kong, China (HKG)"
9741982,GLORY GUANGZHOU,9993,Container Ship,2016,"Hong Kong, China (HKG)"
9754769,GLORY SHANGHAI,9952,Container Ship,2015,"Hong Kong, China (HKG)"
9742027,GLORY SHENGDONG,9993,Container Ship,2017,"Hong Kong, China (HKG)"
9754771,GLORY TIANJIN,9952,Container Ship,2015,"Hong Kong, China (HKG)"
9742015,GLORY ZHENDONG,9993,Container Ship,2016,"Hong Kong, China (HKG)"
9859923,GREEN CELEBRITY,17933,Container Ship,2019,Panama (PAN)
9860532,GREEN CELESTE,18658,Container Ship,2019,Panama (PAN)
9859935,GREEN CLARITY,17933,Container Ship,2019,Panama (PAN)
9867712,GREEN DAWN,17954,Container Ship,2020,Singapore (SGP)
9865984,GREEN EARTH,17954,Container Ship,2020,Singapore (SGP)
9865972,GREEN FOREST,17954,Container Ship,2020,Singapore (SGP)
9865960,GREEN OCEAN,17954,Container Ship,2019,Singapore (SGP)
9866005,GREEN POLE,17954,Container Ship,2020,Singapore (SGP)
9865996,GREEN SEA,17954,Container Ship,2020,Singapore (SGP)
9865958,GREEN STAR,17954,Container Ship,2019,Singapore (SGP)
9867724,GREEN WAVE,17500,Container Ship,2020,Singapore (SGP)
9761449,GUANGZHOU TRADER,17888,Container Ship,2016,Malta (MLT)
9879325,GUANGZHOU WENCHONG,10000,Container Ship,2020,China Peoples's Republic (CHN)
9879296,GUANGZHOU WENCHONG,10000,Container Ship,2020,China Peoples's Republic (CHN)
9879337,GUANGZHOU WENCHONG,10000,Container Ship,2020,China Peoples's Republic (CHN)
9879284,GUANGZHOU WENCHONG,10000,Container Ship,2020,China Peoples's Republic (CHN)
9879349,GUANGZHOU WENCHONG,10000,Container Ship,2020,China Peoples's Republic (CHN)
9879301,GUANGZHOU WENCHONG,10000,Container Ship,2020,China Peoples's Republic (CHN)
9879272,GUANGZHOU WENCHONG,10000,Container Ship,2020,China Peoples's Republic (CHN)
9879313,GUANGZHOU WENCHONG,10000,Container Ship,2020,China Peoples's Republic (CHN)
9861885,GUANGZHOU WENCHONG H5531,30192,Container Ship,2020,"Hong Kong, China (HKG)"
9866249,GUANGZHOU WENCHONG H5538,17950,Container Ship,2020,Cyprus (CYP)
9866251,GUANGZHOU WENCHONG H5543,17950,Container Ship,2020,Cyprus (CYP)
9777620,GUAYAQUIL EXPRESS,118945,Container Ship,2017,Germany (DEU)
9791767,GULF MAS,4990,Container Ship,2016,Indonesia (IDN)
9352688,HAIAN GATE,6454,Container Ship,2017,Vietnam (VNM)
9785421,HAITI,2089,Container Ship,2015,Philippines (PHL)
9820271,HAMOUNA,141514,Container Ship,2018,Iran (IRN)
9898187,HAN HAI 7 HAO,11080,Container Ship,2019,China Peoples's Republic (CHN)
9905643,HAN WANG,21188,Container Ship,2019,China Peoples's Republic (CHN)
9833008,HANOVER TRADER,18867,Container Ship,2020,Malta (MLT)
9693654,HARBOUR-1,2790,Container Ship,2015,Bangladesh (BGD)
9670119,HARIS,24528,Container Ship,2015,Malta (MLT)
9897523,HENG SHENG 868,9745,Container Ship,2019,China Peoples's Republic (CHN)
9693953,HEUNG-A AKITA,9998,Container Ship,2015,Marshall Islands (MHL)
9760287,HEUNG-A BANGKOK,17791,Container Ship,2016,Marshall Islands (MHL)
9760299,HEUNG-A HOCHIMINH,17791,Container Ship,2016,Marshall Islands (MHL)
9693941,HEUNG-A XIAMEN,9998,Container Ship,2015,Marshall Islands (MHL)
9689940,HIGHLAND CHIEF,18723,Container Ship,2015,"Hong Kong, China (HKG)"
9863297,HMM ALGECIRAS,228283,Container Ship,2020,Panama (PAN)
9742170,HMM BLESSING,114023,Container Ship,2018,Marshall Islands (MHL)
9863302,HMM COPENHAGEN,228283,Container Ship,2020,Panama (PAN)
9863314,HMM DUBLIN,228283,Container Ship,2020,Panama (PAN)
9863326,HMM GDANSK,228283,Container Ship,2020,Panama (PAN)
9863338,HMM HAMBURG,228283,Container Ship,2020,Panama (PAN)
9863340,HMM HELSINKI,228283,Container Ship,2020,Panama (PAN)
9868314,HMM LE HAVRE,228283,Container Ship,2020,Panama (PAN)
9868326,HMM OSLO,232311,Container Ship,2020,Panama (PAN)
9742168,HMM PROMISE,114023,Container Ship,2018,Marshall Islands (MHL)
9868338,HMM ROTTERDAM,232311,Container Ship,2020,Panama (PAN)
9868340,HMM SOUTHAMPTON,232311,Container Ship,2020,Panama (PAN)
9868364,HMM ST PETERSBURG,232311,Container Ship,2020,Panama (PAN)
9868352,HMM STOCKHOLM,232311,Container Ship,2020,Panama (PAN)
9905655,HONG TAI 217,14165,Container Ship,2019,China Peoples's Republic (CHN)
9898242,HONG TAI 222,14165,Container Ship,2019,China Peoples's Republic (CHN)
9863390,HONG TAI 223,14172,Container Ship,2018,China Peoples's Republic (CHN)
9876971,HONG TAI 226,14174,Container Ship,2018,China Peoples's Republic (CHN)
9898278,HONG TAI 227,14174,Container Ship,2019,China Peoples's Republic (CHN)
9863479,HONG TAI 229,14172,Container Ship,2018,China Peoples's Republic (CHN)
8530520,HUA DA 607,12748,Container Ship,2016,China Peoples's Republic (CHN)
8530104,HUA DA 608,12784,Container Ship,2017,China Peoples's Republic (CHN)
9898230,HUA DA 609,21191,Container Ship,2019,China Peoples's Republic (CHN)
8530350,HUA DONG 811,15950,Container Ship,2016,China Peoples's Republic (CHN)
9879533,HUA HANG HAN YA 1,7635,Container Ship,2019,China Peoples's Republic (CHN)
9879545,HUA HANG HAN YA 2,7635,Container Ship,2019,China Peoples's Republic (CHN)
9898266,HUA XU DA 27,14293,Container Ship,2019,China Peoples's Republic (CHN)
9714939,HUI FA,28364,Container Ship,2020,China Peoples's Republic (CHN)
9723253,HUNGARY,94684,Container Ship,2015,Malta (MLT)
9725110,HYUNDAI EARTH,110632,Container Ship,2016,United Kingdom (GBR)
9725134,HYUNDAI JUPITER,110632,Container Ship,2016,United Kingdom (GBR)
9725122,HYUNDAI MARS,110632,Container Ship,2016,United Kingdom (GBR)
9882229,HYUNDAI MIPO 4154,30000,Container Ship,2020,Panama (PAN)
9893589,HYUNDAI MIPO 4155,30000,Container Ship,2020,Panama (PAN)
9893591,HYUNDAI MIPO 4156,30000,Container Ship,2020,Panama (PAN)
9725158,HYUNDAI NEPTUNE,110632,Container Ship,2016,United Kingdom (GBR)
9725160,HYUNDAI PLUTO,110632,Container Ship,2016,United Kingdom (GBR)
9725146,HYUNDAI SATURN,110632,Container Ship,2016,United Kingdom (GBR)
9763320,ICON CORINTUS,4038,Container Ship,2015,Indonesia (IDN)
9843194,ICON DANIEL,6263,Container Ship,2018,Indonesia (IDN)
9878498,IMABARI,125000,Container Ship,2020,Liberia (LBR)
9862073,IMABARI,125000,Container Ship,2020,Liberia (LBR)
9862097,IMABARI,125000,Container Ship,2020,Liberia (LBR)
9862085,IMABARI,125000,Container Ship,2020,Liberia (LBR)
9789972,IMABARI HIROSHIMA 2636,154000,Container Ship,2020,Not Known
9789984,IMABARI HIROSHIMA 2637,154000,Container Ship,2020,Not Known
9789996,IMABARI HIROSHIMA 2638,154000,Container Ship,2020,Not Known
9850874,IMABARI HIROSHIMA 2672,117000,Container Ship,2020,Panama (PAN)
9890874,IMABARI IMABARI 971,19000,Container Ship,2020,Not Known
9890886,IMABARI IMABARI 972,19000,Container Ship,2020,Not Known
9890898,IMABARI IMABARI 973,19000,Container Ship,2020,Not Known
9850795,IMABARI MARUGAME 1864,117000,Container Ship,2020,Panama (PAN)
9792711,IMABARI SAIJO 8224,217600,Container Ship,2020,Panama (PAN)
9825398,INCEDA,19035,Container Ship,2019,Marshall Islands (MHL)
9833371,INCRES,19035,Container Ship,2020,Marshall Islands (MHL)
9825415,INFERRO,19035,Container Ship,2020,Marshall Islands (MHL)
9730866,INFINITY,17119,Container Ship,2017,Marshall Islands (MHL)
9790892,INGENUITY,17888,Container Ship,2017,Marshall Islands (MHL)
9790907,INSIGHT,17888,Container Ship,2018,Marshall Islands (MHL)
9760304,INSPIRE,17791,Container Ship,2016,Marshall Islands (MHL)
9730854,INTEGRA,17119,Container Ship,2017,Marshall Islands (MHL)
9822724,INVICTA,19035,Container Ship,2019,Marshall Islands (MHL)
9816361,INVICTA-1,2787,Container Ship,2017,Bangladesh (BGD)
9680841,ISLA BELLA,36751,Container Ship,2015,United States of America (USA)
9837107,JANET MARIE,44000,Container Ship,2020,United States of America (USA)
9796274,JARU BHUM,18341,Container Ship,2018,Thailand (THA)
9866055,JIANGDONG,4500,Container Ship,2020,China Peoples's Republic (CHN)
9866043,JIANGDONG,4500,Container Ship,2020,China Peoples's Republic (CHN)
9879155,JIANGNAN,26400,Container Ship,2020,China Peoples's Republic (CHN)
9879167,JIANGNAN,26400,Container Ship,2020,China Peoples's Republic (CHN)
9872377,JIANGNAN H2650,29214,Container Ship,2020,"Hong Kong, China (HKG)"
9861720,JIANGSU NEWYANGZI YZJ2015-2013,26400,Container Ship,2020,"Hong Kong, China (HKG)"
9792280,JIFA BEIHAI,15534,Container Ship,2018,China Peoples's Republic (CHN)
9792278,JIFA NANHAI,15534,Container Ship,2017,China Peoples's Republic (CHN)
9785471,JINHAI J0265,112500,Container Ship,2020,Liberia (LBR)
9786762,JOAO DE SOLIS,43628,Container Ship,2017,Brazil (BRA)
9815666,JOSCO LUCKY,18885,Container Ship,2018,"Hong Kong, China (HKG)"
9815680,JOSCO REAL,18885,Container Ship,2018,"Hong Kong, China (HKG)"
9815678,JOSCO SHINE,18885,Container Ship,2018,"Hong Kong, China (HKG)"
9719068,KAIMANA HILA,48409,Container Ship,2019,United States of America (USA)
9701293,KALAMATA TRADER,25145,Container Ship,2015,Malta (MLT)
9701279,KALAMOTI TRADER,25145,Container Ship,2017,Malta (MLT)
9270696,KASHAN,23285,Container Ship,2016,Iran (IRN)
9813187,KAWA MAS,4990,Container Ship,2017,Indonesia (IDN)
9701281,KEA TRADER,25145,Container Ship,2017,Malta (MLT)
9813199,KEDUNG MAS,4990,Container Ship,2017,Indonesia (IDN)
9829423,KENDHAGA NUSANTARA 1,1787,Container Ship,2018,Indonesia (IDN)
9838747,KENDHAGA NUSANTARA 10,1787,Container Ship,2019,Indonesia (IDN)
9863601,KENDHAGA NUSANTARA 11,1733,Container Ship,2018,Indonesia (IDN)
9838759,KENDHAGA NUSANTARA 12,2182,Container Ship,2020,Indonesia (IDN)
9854662,KENDHAGA NUSANTARA 13,1789,Container Ship,2018,Indonesia (IDN)
9854076,KENDHAGA NUSANTARA 14,1787,Container Ship,2020,Indonesia (IDN)
9816969,KENDHAGA NUSANTARA 15,1787,Container Ship,2018,Indonesia (IDN)
9863596,KENDHAGA NUSANTARA 2,1733,Container Ship,2018,Indonesia (IDN)
9838711,KENDHAGA NUSANTARA 3,1939,Container Ship,2019,Indonesia (IDN)
9854650,KENDHAGA NUSANTARA 4,1789,Container Ship,2018,Indonesia (IDN)
9838723,KENDHAGA NUSANTARA 5,2182,Container Ship,2019,Indonesia (IDN)
9840441,KENDHAGA NUSANTARA 6,1766,Container Ship,2019,Indonesia (IDN)
9828273,KENDHAGA NUSANTARA 7,1787,Container Ship,2018,Indonesia (IDN)
9838735,KENDHAGA NUSANTARA 8,1787,Container Ship,2019,Indonesia (IDN)
9828285,KENDHAGA NUSANTARA 9,1787,Container Ship,2018,Indonesia (IDN)
9796286,KHUNA BHUM,17956,Container Ship,2018,Thailand (THA)
9783887,KISIK MAS,4990,Container Ship,2016,Indonesia (IDN)
9772228,KMTC BANGKOK,18318,Container Ship,2016,Liberia (LBR)
9723928,KMTC DUBAI,52702,Container Ship,2015,Korea (Republic of) (KOR)
9848895,KMTC GWANGYANG,17933,Container Ship,2019,Panama (PAN)
9793806,KMTC HAIPHONG,18370,Container Ship,2017,Marshall Islands (MHL)
9859911,KMTC INCHEON,17933,Container Ship,2019,Panama (PAN)
9772230,KMTC LAEM CHABANG,18318,Container Ship,2017,Liberia (LBR)
9859894,KMTC NAGOYA,17933,Container Ship,2019,Panama (PAN)
9848883,KMTC OSAKA,17853,Container Ship,2019,Panama (PAN)
9821093,KMTC PENANG,28517,Container Ship,2018,Panama (PAN)
9848900,KMTC POHANG,17933,Container Ship,2019,Panama (PAN)
9882205,KMTC SEOUL,30000,Container Ship,2020,Liberia (LBR)
9821081,KMTC SURABAYA,28517,Container Ship,2018,Panama (PAN)
9781188,KMTC TAIPEIS,18370,Container Ship,2017,"Hong Kong, China (HKG)"
9848871,KMTC TOKYO,17853,Container Ship,2019,Panama (PAN)
9882217,KMTC YOKOHAMA,30000,Container Ship,2020,Liberia (LBR)
9641003,KOTA JOHAN,24261,Container Ship,2017,"Hong Kong, China (HKG)"
9786712,KOTA PAHLAWAN,114380,Container Ship,2017,Singapore (SGP)
9786748,KOTA PELANGI,114380,Container Ship,2018,Singapore (SGP)
9793894,KOTA PEMIMPIN,113828,Container Ship,2018,"Hong Kong, China (HKG)"
9793947,KOTA PETANI,113828,Container Ship,2018,"Hong Kong, China (HKG)"
9793959,KOTA PURI,114183,Container Ship,2019,"Hong Kong, China (HKG)"
9793961,KOTA PUSAKA,113746,Container Ship,2019,"Hong Kong, China (HKG)"
9681259,KOTA SEJATI,41653,Container Ship,2015,Singapore (SGP)
9681261,KOTA SELAMAT,41653,Container Ship,2015,Singapore (SGP)
9681273,KOTA SEMPENA,41567,Container Ship,2015,Singapore (SGP)
9681285,KOTA SETIA,41567,Container Ship,2015,Singapore (SGP)
9681314,KOTA SINGA,41567,Container Ship,2015,Singapore (SGP)
9681326,KOTA SURIA,41567,Container Ship,2015,Singapore (SGP)
9796511,KUO LIN,18826,Container Ship,2017,Bahamas (BHS)
9796509,KUO LONG,18826,Container Ship,2017,"Hong Kong, China (HKG)"
9868431,LAE CHIEF,30192,Container Ship,2020,"Hong Kong, China (HKG)"
9801500,LALIT BHUM,18341,Container Ship,2019,Thailand (THA)
9462275,LIDER HALIL,7306,Container Ship,2020,Turkey (TUR)
9499539,LIDER PERIHAN,7800,Container Ship,2020,Panama (PAN)
9708801,LINAH,153148,Container Ship,2015,Marshall Islands (MHL)
9471903,LOG-IN JEQUITIBA,28554,Container Ship,2020,Brazil (BRA)
9852365,LOG-IN POLARIS,31368,Container Ship,2019,Brazil (BRA)
9825403,LONDON TRADER,19122,Container Ship,2019,Malta (MLT)
9814600,LURLINE,59522,Container Ship,2019,United States of America (USA)
9763382,M. V. SHAMAYEL,2790,Container Ship,2016,Bangladesh (BGD)
9780483,MAASTRICHT MAERSK,214286,Container Ship,2019,Denmark (DIS) (DIS)
9689603,MACKINAC BRIDGE,152297,Container Ship,2015,Japan (JPN)
9805453,MADRID BRIDGE,152068,Container Ship,2018,Japan (JPN)
9778791,MADRID MAERSK,214286,Container Ship,2017,Denmark (DIS) (DIS)
9813826,MADRID TRADER,19122,Container Ship,2019,Malta (MLT)
9697026,MAERSK BAHAMAS,28316,Container Ship,2016,Singapore (SGP)
9697014,MAERSK BERMUDA,28316,Container Ship,2016,Singapore (SGP)
9840702,MAERSK BINTULU,32828,Container Ship,2019,Singapore (SGP)
9858711,MAERSK DAVAO,32965,Container Ship,2020,Singapore (SGP)
9739680,MAERSK GENOA,113042,Container Ship,2016,"Hong Kong, China (HKG)"
9739692,MAERSK GIBRALTAR,113042,Container Ship,2016,"Hong Kong, China (HKG)"
9713375,MAERSK GUATEMALA,113042,Container Ship,2015,"Hong Kong, China (HKG)"
9727871,MAERSK GUAYAQUIL,113042,Container Ship,2015,"Hong Kong, China (HKG)"
9858735,MAERSK HAI PHONG,32828,Container Ship,2020,Liberia (LBR)
9784271,MAERSK HALIFAX,153744,Container Ship,2017,Singapore (SGP)
9784312,MAERSK HAMBURG,153744,Container Ship,2018,Singapore (SGP)
9784300,MAERSK HANGZHOU,153744,Container Ship,2018,Singapore (SGP)
9784295,MAERSK HANOI,153744,Container Ship,2018,Singapore (SGP)
9784336,MAERSK HAVANA,153744,Container Ship,2019,Singapore (SGP)
9784324,MAERSK HERRERA,153744,Container Ship,2018,Singapore (SGP)
9784283,MAERSK HIDALGO,153744,Container Ship,2017,Singapore (SGP)
9784257,MAERSK HONG KONG,153744,Container Ship,2017,Singapore (SGP)
9784269,MAERSK HORSBURGH,153744,Container Ship,2017,Singapore (SGP)
9848950,MAERSK HOUSTON,153744,Container Ship,2019,Singapore (SGP)
9848948,MAERSK HUACHO,153744,Container Ship,2019,Singapore (SGP)
9858747,MAERSK KWANGYANG,32828,Container Ship,2020,Liberia (LBR)
9840738,MAERSK MONGLA,32828,Container Ship,2019,Singapore (SGP)
9858709,MAERSK QINZHOU,32965,Container Ship,2020,Singapore (SGP)
9725706,MAERSK SALTORO,94730,Container Ship,2015,Singapore (SGP)
9732591,MAERSK SARAT,93702,Container Ship,2015,Liberia (LBR)
9726669,MAERSK SHAMS,94730,Container Ship,2015,Singapore (SGP)
9728253,MAERSK SHIVLING,96424,Container Ship,2016,Liberia (LBR)
9840714,MAERSK SIHANOUKVILLE,32828,Container Ship,2019,Singapore (SGP)
9725718,MAERSK SIRAC,95205,Container Ship,2015,Singapore (SGP)
9740457,MAERSK SKARSTIND,93702,Container Ship,2016,Liberia (LBR)
9840726,MAERSK SONGKHLA,32828,Container Ship,2019,Singapore (SGP)
9726671,MAERSK STADELHORN,94730,Container Ship,2015,Singapore (SGP)
9840697,MAERSK VLADIVOSTOK,32828,Container Ship,2019,Panama (PAN)
9858723,MAERSK XIAMEN,32965,Container Ship,2020,Singapore (SGP)
9710232,MAIRA XL,94416,Container Ship,2015,Liberia (LBR)
9694438,MAJESTIC,27279,Container Ship,2015,Singapore (SGP)
9801512,MAKHA BHUM,18341,Container Ship,2019,Thailand (THA)
9780445,MANCHESTER MAERSK,214286,Container Ship,2018,Denmark (DIS) (DIS)
9743502,MANDALAY,27279,Container Ship,2019,Singapore (SGP)
9689615,MANHATTAN BRIDGE,152297,Container Ship,2015,Japan (JPN)
9780469,MANILA MAERSK,214286,Container Ship,2018,Denmark (DIS) (DIS)
9632143,MARCHEN MAERSK,194849,Container Ship,2015,Denmark (DIS) (DIS)
9632131,MARGRETHE MAERSK,194849,Container Ship,2015,Denmark (DIS) (DIS)
9694414,MARINER,27279,Container Ship,2015,Singapore (SGP)
9632167,MARIT MAERSK,194849,Container Ship,2015,Denmark (DIS) (DIS)
9778844,MARSEILLE MAERSK,214286,Container Ship,2018,Denmark (DIS) (DIS)
9632179,MATHILDE MAERSK,194849,Container Ship,2015,Denmark (DIS) (DIS)
9676709,MATHILDE SCHULTE,27279,Container Ship,2015,Singapore (SGP)
9814612,MATSONIA,45000,Container Ship,2020,United States of America (USA)
9676711,MAX SCHULTE,27279,Container Ship,2015,Singapore (SGP)
9823730,MCC CEBU,32828,Container Ship,2018,Panama (PAN)
9761023,MCC CHITTAGONG,31649,Container Ship,2016,"Hong Kong, China (HKG)"
9823742,MCC DANANG,32828,Container Ship,2018,Panama (PAN)
9751107,MCC MANDALAY,31425,Container Ship,2017,Turkey (TUR)
9751092,MCC MEDAN,31425,Container Ship,2017,Turkey (TUR)
9740653,MCC NANJING,31425,Container Ship,2017,Turkey (TUR)
9761011,MCC NINGBO,31649,Container Ship,2016,"Hong Kong, China (HKG)"
9740665,MCC QINGDAO,31425,Container Ship,2017,Turkey (TUR)
9823766,MCC TAIPEI,32828,Container Ship,2019,Panama (PAN)
9823728,MCC TOKYO,32828,Container Ship,2018,Panama (PAN)
9823754,MCC YANGON,32828,Container Ship,2019,Panama (PAN)
9805465,MEISHAN BRIDGE,152068,Container Ship,2018,Japan (JPN)
9676723,MELCHIOR SCHULTE,27279,Container Ship,2015,Singapore (SGP)
9760330,MERATUS KAHAYAN,6626,Container Ship,2015,Indonesia (IDN)
9810070,MERATUS KARIANGAU,6653,Container Ship,2016,Indonesia (IDN)
9810082,MERATUS KARIMATA,6691,Container Ship,2017,Indonesia (IDN)
9760342,MERATUS KATINGAN,6679,Container Ship,2015,Indonesia (IDN)
9821500,MERATUS LABUAN BAJO,8588,Container Ship,2018,Indonesia (IDN)
9821512,MERATUS LARANTUKA,8588,Container Ship,2018,Indonesia (IDN)
9821524,MERATUS LEMBAR,8588,Container Ship,2018,Indonesia (IDN)
9821536,MERATUS LEMBATA,8588,Container Ship,2018,Indonesia (IDN)
9838876,MERATUS WAIGEO,11512,Container Ship,2019,Indonesia (IDN)
9838888,MERATUS WAINGAPU,9942,Container Ship,2019,Indonesia (IDN)
9849227,MERATUS WAKATOBI,11512,Container Ship,2019,Indonesia (IDN)
9697002,MERCOSUL ITAJAI,28237,Container Ship,2015,Brazil (BRA)
9694402,MERIDIAN,27279,Container Ship,2015,Singapore (SGP)
9632155,METTE MAERSK,194849,Container Ship,2015,Denmark (DIS) (DIS)
9676735,MIA SCHULTE,27279,Container Ship,2015,Singapore (SGP)
9792084,MIIKAJI,748,Container Ship,2015,Japan (JPN)
9815367,MIKAGE,749,Container Ship,2015,Japan (JPN)
9778820,MILAN MAERSK,214286,Container Ship,2017,Denmark (DIS) (DIS)
9757187,MILANO BRIDGE,150706,Container Ship,2018,Panama (PAN)
9704582,MILD TEMPO,9994,Container Ship,2015,"Hong Kong, China (HKG)"
9704594,MILD TUNE,9994,Container Ship,2015,"Hong Kong, China (HKG)"
9743473,MIMMI SCHULTE,27279,Container Ship,2017,Singapore (SGP)
9694426,MINERVA,27279,Container Ship,2015,Singapore (SGP)
9743497,MINSTREL,27279,Container Ship,2019,Singapore (SGP)
9815422,MISAKI,749,Container Ship,2016,Japan (JPN)
9815410,MIYUKI,749,Container Ship,2016,Japan (JPN)
9713337,MOL BEACON,113042,Container Ship,2015,"Hong Kong, China (HKG)"
9739666,MOL BENEFACTOR,113042,Container Ship,2016,"Hong Kong, China (HKG)"
9739678,MOL BEYOND,113042,Container Ship,2016,"Hong Kong, China (HKG)"
9769300,MOL TRADITION,210678,Container Ship,2017,Marshall Islands (MHL)
9773222,MOL TREASURE,210691,Container Ship,2018,Panama (PAN)
9769295,MOL TRIBUTE,210678,Container Ship,2017,Marshall Islands (MHL)
9769271,MOL TRIUMPH,210678,Container Ship,2017,Marshall Islands (MHL)
9769283,MOL TRUST,210678,Container Ship,2017,Marshall Islands (MHL)
9773210,MOL TRUTH,210691,Container Ship,2017,Panama (PAN)
9743485,MOLLY SCHULTE,27279,Container Ship,2018,Singapore (SGP)
9757204,MONACO BRIDGE,150706,Container Ship,2018,Panama (PAN)
9778832,MONACO MAERSK,214286,Container Ship,2017,Denmark (DIS) (DIS)
